JID,Jurisdiction,Precinct,Precinct Description,Polling Place Name,Description,Address Line 1,Address Line 2,City,State,Zip,Accessible
6,Bureau County,2201,MACON,MACON TOWNSHIP HALL,,9051 1000 N. AVE.,,BUDA,,61314,Y
83,Sangamon County,LA01,Lanesville 1,Lanesville Town Hall,,16080 Old Route 36,,Buffalo,,62515,Y
83,Sangamon County,ME02,Mechanicsburg 2,Buffalo Municipal Building,,600 S. Main,,Buffalo,,62515,Y
16,Cook County,9600038,WHEELING 038,WHEELING 038,JOYCE KILMER ELEMENTARY SCHOOL,655 GOLFVIEW TER,,BUFFALO GROVE,,60089,Y
16,Cook County,9600051,WHEELING 051,WHEELING 051,KINGSWOOD UNITED METHODIST CHURCH,401 W DUNDEE RD,,BUFFALO GROVE,,60089,Y
16,Cook County,9600063,WHEELING 063,WHEELING 063,KINGSWOOD UNITED METHODIST CHURCH,401 W DUNDEE RD,,BUFFALO GROVE,,60089,Y
16,Cook County,9600064,WHEELING 064,WHEELING 064,COOPER JUNIOR HIGH SCHOOL,1050 PLUM GROVE CIR,,BUFFALO GROVE,,60089,Y
16,Cook County,9600066,WHEELING 066,WHEELING 066,BUFFALO GROVE HIGH SCHOOL,1100 W DUNDEE RD,,BUFFALO GROVE,,60089,Y
16,Cook County,9600070,WHEELING 070,WHEELING 070,CAMBRIDGE ON THE LAKE,125 LAKE BLVD,,BUFFALO GROVE,,60089,N
16,Cook County,9600072,WHEELING 072,WHEELING 072,BUFFALO GROVE PARK DISTRICT,530 BERNARD DR,,BUFFALO GROVE,,60089,Y
16,Cook County,9600081,WHEELING 081,WHEELING 081,LONGFELLOW SCHOOL,501 N ARLINGTON HEIGHTS RD,,BUFFALO GROVE,,60090,Y
16,Cook County,9600091,WHEELING 091,WHEELING 091,COOPER JUNIOR HIGH SCHOOL,1050 PLUM GROVE CIR,,BUFFALO GROVE,,60089,Y
49,Lake County,253,Vernon 253,Vernon Township Office,Polling Place 4,3050 N Main St,,Buffalo Grove,,60089,Y
49,Lake County,260,Vernon 260,Vernon Township Office,Polling Place 4,3050 N Main St,,Buffalo Grove,,60089,Y
49,Lake County,261,Vernon 261,Vernon Township Office,Polling Place 4,3050 N Main St,,Buffalo Grove,,60089,Y
49,Lake County,262,Vernon 262,Vernon Township Community Service Bldg.,Polling Place 6,2900 N Main St,,Buffalo Grove,,60089,Y
49,Lake County,263,Vernon 263,Vernon Township Community Service Bldg.,Polling Place 6,2900 N Main St,,Buffalo Grove,,60089,Y
49,Lake County,266,Vernon 266,Vernon Township Community Service Bldg.,Polling Place 6,2900 N Main St,,Buffalo Grove,,60089,Y
49,Lake County,267,Vernon 267,Vernon Township Community Service Bldg.,Polling Place 6,2900 N Main St,,Buffalo Grove,,60089,Y
49,Lake County,273,Vernon 273,Prairie Elementary School,Polling Place 5,1530 Brandywyn Ln,,Buffalo Grove,,60089,Y
49,Lake County,274,Vernon 274,Prairie Elementary School,Polling Place 5,1530 Brandywyn Ln,,Buffalo Grove,,60089,Y
49,Lake County,275,Vernon 275,Prairie Elementary School,Polling Place 5,1530 Brandywyn Ln,,Buffalo Grove,,60089,Y
49,Lake County,276,Vernon 276,Aptakisic Junior High School,Polling Place 9,1231 Weiland Rd,,Buffalo Grove,,60089,Y
49,Lake County,278,Vernon 278,Willow Grove School,Polling Place 2,777 Checker Dr,,Buffalo Grove,,60089,Y
49,Lake County,279,Vernon 279,Aptakisic Junior High School,Polling Place 9,1231 Weiland Rd,,Buffalo Grove,,60089,Y
49,Lake County,280,Vernon 280,Aptakisic Junior High School,Polling Place 9,1231 Weiland Rd,,Buffalo Grove,,60089,Y
49,Lake County,281,Vernon 281,Aptakisic Junior High School,Polling Place 9,1231 Weiland Rd,,Buffalo Grove,,60089,Y
49,Lake County,284,Vernon 284,Willow Grove School,Polling Place 2,777 Checker Dr,,Buffalo Grove,,60089,Y
49,Lake County,285,Vernon 285,Aptakisic Junior High School,Polling Place 9,1231 Weiland Rd,,Buffalo Grove,,60089,Y
91,Union County,10019,Lick Creek,Lick Creek School,,7355 Lick Creek Road,,Buncombe,,62912,Y
44,Johnson County,604,ELVIRA,SENIOR CITIZENS BUILDING,,85 MAIN ST,,"BUNCOMBE, IL",,62912,Y
56,Macoupin County,1501,BUNKER HILL 1,"BUNKER HILL 1,2,3",,Bunker Hill Municipal Building,801 S. Franklin,BUNKER HILL IL,,62014,Y
56,Macoupin County,1502,BUNKER HILL 2,"BUNKER HILL 1,2,3",,Bunker Hill Municipal Building,801 S. Franklin,BUNKER HILL IL,,62014,Y
56,Macoupin County,1503,BUNKER HILL 3,"BUNKER HILL 1,2,3",,Bunker Hill Municipal Building,801 S. Franklin,BUNKER HILL IL,,62014,Y
16,Cook County,9400003,STICKNEY 003,STICKNEY 003,LOUIS S VIVERITO SENIOR CENTER,7745 S LEAMINGTON AVE,,BURBANK,,60459,Y
16,Cook County,9400004,STICKNEY 004,STICKNEY 004,BURBANK PARK DISTRICT,8050 S NEW CASTLE AVE,,BURBANK,,60459,Y
16,Cook County,9400005,STICKNEY 005,STICKNEY 005,PRAIRIE TRAILS LIBRARY,8449 S MOODY AVE,,BURBANK,,60459,Y
16,Cook County,9400006,STICKNEY 006,STICKNEY 006,LIBERTY JUNIOR HIGH SCHOOL,5900 W 81ST ST,,BURBANK,,60459,Y
16,Cook County,9400007,STICKNEY 007,STICKNEY 007,JACQUELINE B. KENNEDY ELEMENTARY SCHOOL,7644 S CENTRAL AVE,,BURBANK,,60459,Y
16,Cook County,9400008,STICKNEY 008,STICKNEY 008,HARRY E FRY SCHOOL,7805 S MOBILE AVE,,BURBANK,,60459,Y
16,Cook County,9400009,STICKNEY 009,STICKNEY 009,LUTHER BURBANK ELEMENTARY SCHOOL,8235 S LINDER AVE,,BURBANK,,60459,Y
16,Cook County,9400011,STICKNEY 011,STICKNEY 011,TOBIN SCHOOL,8501 S NARRAGANSETT AVE,,BURBANK,,60459,Y
16,Cook County,9400012,STICKNEY 012,STICKNEY 012,MADDOCK SCHOOL,8258 SAYRE AVE,,BURBANK,,60459,Y
16,Cook County,9400013,STICKNEY 013,STICKNEY 013,AERO SPECIAL EDUCATION,7600 S MASON AVE,,BURBANK,,60459,Y
16,Cook County,9400014,STICKNEY 014,STICKNEY 014,MC CORD SCHOOL,8450 S NASHVILLE AVE,,BURBANK,,60459,Y
16,Cook County,9400015,STICKNEY 015,STICKNEY 015,RICHARD E BYRD SCHOOL,8259 S LAVERGNE AVE,,BURBANK,,60459,Y
16,Cook County,9400018,STICKNEY 018,STICKNEY 018,BURBANK PARK DISTRICT,8050 S NEW CASTLE AVE,,BURBANK,,60459,Y
16,Cook County,9400020,STICKNEY 020,STICKNEY 020,LOUIS S VIVERITO SENIOR CENTER,7745 S LEAMINGTON AVE,,BURBANK,,60459,Y
6,Bureau County,1901,LEEPERTOWN,BUREAU COMMUNITY BUILDING,,S. ROCK ISLAND ST.,,BUREAU,,61315,Y
45,Kane County,BU0001,Burlington 1,Burlington Comm Fire Station,Firestation,154 South St,,Burlington,,60109,Y
16,Cook County,9500001,THORNTON 001,THORNTON 001,BURNHAM VILLAGE HALL,14450 MANISTEE AVE,,BURNHAM,,60633,Y
16,Cook County,9500062,THORNTON 062,THORNTON 062,BURNHAM CENTER,13925 ENTRE AVE,,BURNHAM,,60633,N
16,Cook County,9500085,THORNTON 085,THORNTON 085,BURNHAM VILLAGE HALL,14450 MANISTEE AVE,,BURNHAM,,60633,Y
16,Cook County,9500099,THORNTON 099,THORNTON 099,BURNHAM COMMUNITY CENTER,14020 TORRENCE AVE,,BURNHAM,,60633,Y
34,Hancock County,901,PILOT GROVE,BURNSIDE COMMUNITY BUILDING,,2080 E CO. RD. 2100,,"BURNSIDE, IL",,62330,Y
97,White County,410,BURNT PRAIRIE 10,BURNT PRAIRIE 10,,431 MAIN ST - COMM BLDG,,BURNT PRAIRIE,,62820,Y
16,Cook County,7900012,LYONS 012,LYONS 012,KING BRUWAERT HOUSE,6101 S COUNTY LINE RD,,BURR RIDGE,,60527,Y
16,Cook County,7900017,LYONS 017,LYONS 017,CHICAGO MARRIOTT SOUTHWEST,1200 BURR RIDGE PKWY,,BURR RIDGE,,60527,Y
16,Cook County,7900036,LYONS 036,LYONS 036,CHICAGO MARRIOTT SOUTHWEST,1200 BURR RIDGE PKWY,,BURR RIDGE,,60527,Y
16,Cook County,7900041,LYONS 041,LYONS 041,TRINITY LUTHERAN CHURCH,11500 GERMAN CHURCH RD,,BURR RIDGE,,60527,Y
16,Cook County,7900046,LYONS 046,LYONS 046,PLEASANT DALE PARK DISTRICT,7425 WOLF RD,,BURR RIDGE,,60527,Y
16,Cook County,7900053,LYONS 053,LYONS 053,PLEASANT DALE PARK DISTRICT,7425 WOLF RD,,BURR RIDGE,,60527,Y
16,Cook County,7900062,LYONS 062,LYONS 062,CHICAGO MARRIOTT SOUTHWEST,1200 BURR RIDGE PKWY,,BURR RIDGE,,60527,Y
16,Cook County,7900063,LYONS 063,LYONS 063,TRINITY LUTHERAN CHURCH,11500 GERMAN CHURCH RD,,BURR RIDGE,,60527,Y
22,DuPage County,90035,Downers Grove 035,Burr Ridge Police Dept,City/Village Facility,7700 S County Line Rd,,Burr Ridge,,60521,Y
22,DuPage County,90040,Downers Grove 040,Burr Ridge Police Dept,City/Village Facility,7700 S County Line Rd,,Burr Ridge,,60521,Y
22,DuPage County,90059,Downers Grove 059,Burr Ridge United Church of Christ,Church Facility,15W100 Plainfield Rd,,Burr Ridge,,60527,Y
22,DuPage County,90068,Downers Grove 068,Burr Ridge Village Hall,City/Village Facility,7660 County Line Rd,,Burr Ridge,,60527,Y
22,DuPage County,90083,Downers Grove 083,Burr Ridge United Church of Christ,Church Facility,15W100 Plainfield Rd,,Burr Ridge,,60527,Y
22,DuPage County,90101,Downers Grove 101,Burr Ridge Village Hall,City/Village Facility,7660 County Line Rd,,Burr Ridge,,60527,Y
22,DuPage County,90116,Downers Grove 116,Burr Ridge Police Dept,City/Village Facility,7700 S County Line Rd,,Burr Ridge,,60521,Y
22,DuPage County,90119,Downers Grove 119,Burr Ridge United Church of Christ,Church Facility,15W100 Plainfield Rd,,Burr Ridge,,60527,Y
22,DuPage County,90132,Downers Grove 132,Burr Ridge United Church of Christ,Church Facility,15W100 Plainfield Rd,,Burr Ridge,,60527,Y
22,DuPage County,90135,Downers Grove 135,Burr Ridge Village Hall,City/Village Facility,7660 County Line Rd,,Burr Ridge,,60527,Y
22,DuPage County,90137,Downers Grove 137,Burr Ridge Police Dept,City/Village Facility,7700 S County Line Rd,,Burr Ridge,,60521,Y
22,DuPage County,90143,Downers Grove 143,Burr Ridge Village Hall,City/Village Facility,7660 County Line Rd,,Burr Ridge,,60527,Y
100,Williamson County,102,BLAIRSVILLE 2,BUSH COMMUNITY CENTER,,"406 ELM AVE, BUSH",,BUSH,,,Y
62,McDonough County,301,BUSHNELL 1,BUSHNELL REC CENTER,,300 MILLER ST.,,BUSHNELL IL,,61422,Y
62,McDonough County,302,BUSHNELL 2,BUSHNELL REC CENTER,,300 MILLER ST.,,BUSHNELL IL,,61422,Y
68,Montgomery County,301,BUTLER GROVE,BUTLER COMMUNITY CENTER,,N. IL RT 127,,BUTLER,,62015,Y
71,Ogle County,5,BYRON 1,BYRON 1,,232 W. 2ND ST.,BYRON CITY HALL,BYRON,,61010,Y
71,Ogle County,6,BYRON 2,BYRON 2,,123 N. FRANKLIN ST.,BYRON FIRE STATION,BYRON,,61010,Y
71,Ogle County,7,BYRON 3,BYRON 3,,232 W. 2ND ST.,BYRON CITY HALL,BYRON,,61010,Y
71,Ogle County,8,BYRON 4,BYRON 4,,123 N. FRANKLIN ST.,BYRON FIRE STATION,BYRON,,61010,Y
71,Ogle County,48,ROCKVALE 2,ROCKVALE 02,,5393 N. RIVER RD.,TOWNSHIP BUILDING,BYRON,,61010,Y
88,St. Clair County,100002,Centreville 2,Centreville 2,Cahokia Fitness & Sports Complex,509 Camp Jackson Rd,,Cahokia,,62206,Y
88,St. Clair County,100005,Centreville 5,Centreville 5,Victory Baptist Church,1771 Camp Jackson Rd,,Cahokia,,62206,Y
88,St. Clair County,100009,Centreville 9,Centreville 9,Maplewood Park Baptist Church,429 Range Ln,,Cahokia,,62206,Y
88,St. Clair County,100011,Centreville 11,Centreville 11 & 17,Power Of Change Ch Activity Cntr,610 Range Ln,,Cahokia,,62206,Y
88,St. Clair County,100013,Centreville 13,Centreville 13,Cahokia Volunteer Fire Dept,1400 Doris Ave,,Cahokia,,62206,Y
88,St. Clair County,100015,Centreville 15,Centreville 15,Elizabeth Morris Elementary School,1500 Andrews Dr,,Cahokia,,62206,Y
88,St. Clair County,100016,Centreville 16,Centreville 16 & 21,Power Of Change Church,2348 Jerome Ln,,Cahokia,,62206,Y
88,St. Clair County,100017,Centreville 17,Centreville 11 & 17,Power Of Change Ch Activity Cntr,610 Range Ln,,Cahokia,,62206,Y
88,St. Clair County,100018,Centreville 18,Centreville 18,Holy Family Center,116 Church St,,Cahokia,,62206,Y
88,St. Clair County,100019,Centreville 19,Centreville 19,New Destiny Ministries,535 State Route 3,,Cahokia,,62206,Y
88,St. Clair County,100020,Centreville 20,Centreville 20,VFW Post #1699,621 Water St.,,Cahokia,,62206,Y
88,St. Clair County,100021,Centreville 21,Centreville 16 & 21,Power Of Change Church,2348 Jerome Ln,,Cahokia,,62206,Y
2,Alexander County,101,CAIRO 1,CAIRO 1,,SHUMAKER BUILDING,1100 HALLIDAY,CAIRO,,62914,Y
2,Alexander County,102,CAIRO 2,CAIRO 2,,COUNTY COURTHOUSE(SHERIFF ENT.),2000 WASHINGTON AVE.,CAIRO,,62194,Y
2,Alexander County,103,CAIRO 3,CAIRO 3,,ALEXANDER COUNTY COURTHOUSE,2000 WASHINGTON,CAIRO,,62914,Y
2,Alexander County,104,CAIRO 4,CAIRO 4,,CAIRO JR/SR HIGH SCHOOL,4201 SYCAMORE,CAIRO,,62914,Y
2,Alexander County,105,CAIRO 5,CAIRO 5,,CAIRO HIGH SCHOOL,4201 SYCAMORE,CAIRO,,62914,Y
2,Alexander County,201,CACHE,CACHE,,CAIRO AIRPORT,15622 AIRPORT RD,CAIRO,,62914,Y
4,Boone County,301,CALEDONIA 1,CALEDONIA FIRE STATION,,"2428 MAIN ST, CALEDONIA",,CALEDONIA,,61011,Y
80,Richland County,602,MADISON 2,CALHOUN VILLAGE HALL,,,,CALHOUN,,62419,Y
80,Richland County,701,BONPAS,BONPAS TOWN HALL,,7199 E OTTERBEIN LN,,CALHOUN,,62419,Y
16,Cook County,9500002,THORNTON 002,THORNTON 002,MEMORIAL PARK GARAGE,461 HARRISON AVE,,CALUMET CITY,,60409,N
16,Cook County,9500003,THORNTON 003,THORNTON 003,EHINGER BROTHERS VFW POST 8141,664 HIRSCH AVE,,CALUMET CITY,,60409,Y
16,Cook County,9500005,THORNTON 005,THORNTON 005,MEMORIAL PARK RECREATION OFFICE,612 WENTWORTH AVE,,CALUMET CITY,,60409,Y
16,Cook County,9500006,THORNTON 006,THORNTON 006,EVERETT DIRKSEN MIDDLE SCHOOL,1650 PULASKI RD,,CALUMET CITY,,60409,Y
16,Cook County,9500007,THORNTON 007,THORNTON 007,RIVER OAKS TOWNE HOUSES,1 CHESTNUT CT,,CALUMET CITY,,60409,Y
16,Cook County,9500008,THORNTON 008,THORNTON 008,RIVER OAKS MOBILE ESTATES,2025 DOLTON RD,,CALUMET CITY,,60409,Y
16,Cook County,9500009,THORNTON 009,THORNTON 009,GARDEN HOUSE OF RIVER OAKS,1340 RING RD,,CALUMET CITY,,60409,Y
16,Cook County,9500010,THORNTON 010,THORNTON 010,EHINGER BROTHERS VFW POST 8141,664 HIRSCH AVE,,CALUMET CITY,,60409,Y
16,Cook County,9500011,THORNTON 011,THORNTON 011,AMERICAN LEGION POST 330,950 LEGION DR,,CALUMET CITY,,60409,Y
16,Cook County,9500012,THORNTON 012,THORNTON 012,EHINGER BROTHERS VFW POST 8141,664 HIRSCH AVE,,CALUMET CITY,,60409,Y
16,Cook County,9500014,THORNTON 014,THORNTON 014,AMERICAN LEGION POST 330,950 LEGION DR,,CALUMET CITY,,60409,Y
16,Cook County,9500035,THORNTON 035,THORNTON 035,CALUMET CITY LIBRARY,660 MANISTEE AVE,,CALUMET CITY,,60409,Y
16,Cook County,9500038,THORNTON 038,THORNTON 038,SCHOOL DISTRICT 157 BOARD ROOM,1255 SUPERIOR AVE,,CALUMET CITY,,60409,Y
16,Cook County,9500048,THORNTON 048,THORNTON 048,DOWNEY PARK,300 JEFFREY AVE,,CALUMET CITY,,60409,Y
16,Cook County,9500053,THORNTON 053,THORNTON 053,DOWNEY PARK,300 JEFFREY AVE,,CALUMET CITY,,60409,Y
16,Cook County,9500058,THORNTON 058,THORNTON 058,AMERICAN LEGION POST 330,950 LEGION DR,,CALUMET CITY,,60409,Y
16,Cook County,9500063,THORNTON 063,THORNTON 063,THORNTON FRACTIONAL NORTH HIGH SCHOOL,755 PULASKI RD,,CALUMET CITY,,60409,Y
16,Cook County,9500064,THORNTON 064,THORNTON 064,THE PARK OF RIVER OAKS,150 PARK AVE,,CALUMET CITY,,60409,Y
16,Cook County,9500074,THORNTON 074,THORNTON 074,SANDRIDGE FITNESS CENTER,600 OGLESBY AVE,,CALUMET CITY,,60409,Y
16,Cook County,9500078,THORNTON 078,THORNTON 078,SIBLEY SCHOOL,1550 SIBLEY BLVD,,CALUMET CITY,,60409,Y
16,Cook County,9500079,THORNTON 079,THORNTON 079,OUR LADY OF KNOCK,497 163RD ST,,CALUMET CITY,,60409,N
16,Cook County,9500087,THORNTON 087,THORNTON 087,DOWNEY PARK,300 JEFFREY AVE,,CALUMET CITY,,60409,Y
16,Cook County,9500094,THORNTON 094,THORNTON 094,SIBLEY SCHOOL,1550 SIBLEY BLVD,,CALUMET CITY,,60409,Y
16,Cook County,9500120,THORNTON 120,THORNTON 120,EVERETT DIRKSEN MIDDLE SCHOOL,1650 PULASKI RD,,CALUMET CITY,,60409,Y
16,Cook County,7300003,CALUMET 003,CALUMET 003,CALUMET TOWNSHIP COMMUNITY CENTER,12633 S ASHLAND AVE,,CALUMET PARK,,60827,Y
16,Cook County,7300005,CALUMET 005,CALUMET 005,CALUMET PARK RECREATIONAL CENTER,12426 S LOOMIS ST,,CALUMET PARK,,60827,N
16,Cook County,7300009,CALUMET 009,CALUMET 009,WISDOM VILLAGE APARTMENTS,12445 S MORGAN ST,,CALUMET PARK,,60827,Y
16,Cook County,7300010,CALUMET 010,CALUMET 010,MOUNT CALVARY LUTHERAN CHURCH,1301 VERMONT ST,,CALUMET PARK,,60827,N
16,Cook County,7300011,CALUMET 011,CALUMET 011,CALUMET TOWNSHIP COMMUNITY CENTER,12633 S ASHLAND AVE,,CALUMET PARK,,60827,Y
16,Cook County,7300012,CALUMET 012,CALUMET 012,CALUMET PARK RECREATIONAL CENTER,12426 S LOOMIS ST,,CALUMET PARK,,60827,N
21,Douglas County,401,CAMARGO 1,CAMARGO 1,,COMMUNITY CENTER-S VINE,,CAMARGO,,61919,Y
100,Williamson County,101,BLAIRSVILLE 1,CAMBRIA VILLAGE HALL,,"302 S. RICHART ST, CAMBRIA",,CAMBRIA,,62915,Y
100,Williamson County,103,BLAIRSVILLE 3,CAMBRIA VILLAGE HALL,,"302 S. RICHART ST, CAMBRIA",,CAMBRIA,,62915,Y
37,Henry County,1801,CAMBRIDGE 1,COMMUNITY HALL,,125 N EAST ST,,CAMBRIDGE,,61238,Y
37,Henry County,1802,CAMBRIDGE 2,COMMUNITY HALL,,125 N EAST ST,,CAMBRIDGE,,61238,Y
84,Schuyler County,601,CAMDEN,CAMDEN TOWN HALL,,12281 BROADWAY,,CAMDEN,,62319,Y
94,Warren County,301,FLOYD 1,CAMERON FIRE STATION,,645 RAILROAD STREET,,CAMERON,,61423,Y
94,Warren County,401,COLDBROOK 1,CAMERON FIRE STATION,,645 RAILROAD STREET,,CAMERON,,61423,Y
59,Marshall County,1001,SARATOGA,SARATOGA TWP BLDG,,111 E MAIN,,CAMP GROVE IL 61424,,,Y
1,Adams County,30001,CAMP POINT PCT 1,ST THOMAS CHURCH PARISH HALL,,105 E SPRING ST,,CAMP POINT 62320,,,Y
1,Adams County,30002,CAMP POINT PCT 2,ST THOMAS CHURCH PARISH HALL,,105 E SPRING ST,,CAMP POINT 62320,,,Y
39,Jackson County,401,BRADLEY/CAMPBELL HILL,BRADLEY/CAMPBELL HILL,,CHILL COMMUNITY CNTR-213 DEAN,213 DEAN ST,CAMPBELL HILL IL,,62916,Y
53,Livingston County,2501,ROUND GROVE,ROUND GROVE TWP BLDG,,409 LOCUST ST,,CAMPUS,,,Y
29,Fulton County,901,CANTON 1,EVANGELICAL FREE CHURCH,,1300 E. CHESTNUT,,CANTON,,61520,Y
29,Fulton County,902,CANTON 2,EVANGELICAL FREE CHURCH,,1300 E. CHESTNUT,,CANTON,,61520,Y
29,Fulton County,903,CANTON 3,FULTON COUNTY HEALTH DEPT.,,700 E. OAK,,CANTON,,61520,Y
29,Fulton County,904,CANTON 4,FULTON COUNTY HEALTH DEPT.,,700 E. OAK,,CANTON,,61520,Y
29,Fulton County,905,CANTON 5,WALLACE PARK,,250 S. AVENUE D,,CANTON,,61520,Y
29,Fulton County,906,CANTON 6,WALLACE PARK,,250 S. AVENUE D,,CANTON,,61520,Y
29,Fulton County,907,CANTON 7,PARLIN INGERSOLL LIBRARY,,205 W. CHESTNUT,,CANTON,,61520,Y
29,Fulton County,908,CANTON 8,PARLIN INGERSOLL LIBRARY,,205 W. CHESTNUT,,CANTON,,61520,Y
29,Fulton County,910,CANTON 10,EVANGELICAL FREE CHURCH,,1300 E. CHESTNUT,,CANTON,,61520,Y
29,Fulton County,911,CANTON 11,FULTON COUNTY HEALTH DEPT.,,700 E. OAK,,CANTON,,61520,Y
29,Fulton County,912,CANTON 12,LONGVIEW APTS.,,414 N. FIRST,,CANTON,,61520,Y
29,Fulton County,913,CANTON 13,BIG CREEK PARK SENIOR/TEEN CENTER,,940 N. MAIN,,CANTON,,61520,Y
29,Fulton County,914,CANTON 14,FIRST CHURCH OF THE NAZARENE,,2051 E. CHESTNUT,,CANTON,,61520,Y
29,Fulton County,915,CANTON 15,FIRST CHURCH OF THE NAZARENE,,2051 E. CHESTNUT,,CANTON,,61520,Y
29,Fulton County,916,CANTON 16,BIG CREEK PARK SENIOR/TEEN CENTER,,940 N. MAIN,,CANTON,,61520,Y
29,Fulton County,1001,ORION,ORION TOWNSHIP HALL,,27501 N. CO. 27 HWY.,,CANTON,,61520,Y
83,Sangamon County,FC01,Fancy Creek 1,Cantrall Town Hall,,209 Canterbury St.,,Cantrall,,62625,Y
4,Boone County,701,BOONE 1,CAPRON FIRE STATION,,120 W OGDEN ST,,CAPRON,,61012,Y
4,Boone County,702,BOONE 2,CAPRON LION'S COMMUNITY BUILDING,,305 E NORTH ST PO BOX 183,,CAPRON,,61012,Y
4,Boone County,801,LE ROY,LE ROY TOWN HALL,,"9743 BLAINE RD, CAPRON",,CAPRON,,61012,Y
100,Williamson County,301,GRASSY 1,DEVIL'S KITCHEN WATER OFFICE,,"3324 GRASSY RD, CARBONDALE",,CARBONDALE,,62902,Y
39,Jackson County,1001,CARBONDALE 1,CARBONDALE 1 and 18,,CDALE HIGH SCHOOL-1301E WALNUT,1301 E WALNUT,CARBONDALE IL,,62901,Y
39,Jackson County,1002,CARBONDALE 2,CARBONDALE 2,,CDALE MID SCHOOL-1150 E GRAND,1150 E GRAND,CARBONDALE IL,,62901,Y
39,Jackson County,1004,CARBONDALE 4,CARBONDALE 4,,HOUSING AUTHORITY COMMUNITY CE,207 N MARION,CARBONDALE IL,,62901,Y
39,Jackson County,1005,CARBONDALE 5,CARBONDALE 5,,EURMA C HAYES-441 E WILLOW,441 E WILLOW,CARBONDALE IL,,62901,Y
39,Jackson County,1006,CARBONDALE 6,CARBONDALE 6,,SR ADULT SERV-409 N SPRINGER,409 N SPRINGER,CARBONDALE IL,,62901,Y
39,Jackson County,1008,CARBONDALE 8,CARBONDALE 8,,CHURCH OF CHRIST-1805 SYCAMORE,1805 W SYCAMORE,CARBONDALE IL,,62901,Y
39,Jackson County,1009,CARBONDALE 9,CARBONDALE 9 and 26,,CDALE CIVIC CTR-200 S ILLINOIS,200 S ILLINOIS AVE,CARBONDALE IL,,62901,Y
39,Jackson County,1011,CARBONDALE 11,CARBONDALE 11,,CDALE TOWERS- 810 W MILL,810 W. MILL,CARBONDALE IL,,62901,Y
39,Jackson County,1012,CARBONDALE 12,CARBONDALE 12,,UNIV BAPTIST-700 S OAKLAND,700 S OAKLAND,CARBONDALE IL,,62901,Y
39,Jackson County,1013,CARBONDALE 13,CARBONDALE 13,,EPIPHANY LUTHERN1501CHAUTAUQUA,1501 CHAUTAUQUA,CARBONDALE IL,,62901,Y
39,Jackson County,1014,CARBONDALE 14,"CARBONDALE 14, 15 and 16",,GR UNITED METHODIST-220 TOWER,220 N TOWER RD,CARBONDALE IL,,62901,Y
39,Jackson County,1015,CARBONDALE 15,"CARBONDALE 14, 15 and 16",,GR UNITED METHODIST-220 TOWER,220 N TOWER RD,CARBONDALE IL,,62901,Y
39,Jackson County,1016,CARBONDALE 16,"CARBONDALE 14, 15 and 16",,GR UNITED METHODIST-220 TOWER,220 N TOWER RD,CARBONDALE IL,,62901,Y
39,Jackson County,1018,CARBONDALE 18,CARBONDALE 1 and 18,,CDALE HIGH SCHOOL-1301E WALNUT,1301 E WALNUT,CARBONDALE IL,,62901,Y
39,Jackson County,1019,CARBONDALE 19,CARBONDALE 19 and 20,,LAKELAND BAPTIST-709GIANT CITY,709 S GIANT CITY RD,CARBONDALE IL,,62901,Y
39,Jackson County,1020,CARBONDALE 20,CARBONDALE 19 and 20,,LAKELAND BAPTIST-709GIANT CITY,709 S GIANT CITY RD,CARBONDALE IL,,62901,Y
39,Jackson County,1021,CARBONDALE 21,CARBONDALE 21,,UNIVERSITY HALL-1101 S WALL,1101 S WALL,CARBONDALE IL,,62901,Y
39,Jackson County,1022,CARBONDALE 22,CARBONDALE 22,,GRINNELL HALL-275 E PARK,275 E. PARK,CARBONDALE IL,,62901,Y
39,Jackson County,1024,CARBONDALE 24,CARBONDALE 24,,DUNN RICHMOND-150 PLEASANT HIL,150 E. PLEASANT HILL RD,CARBONDALE IL,,62901,Y
39,Jackson County,1025,CARBONDALE 25,CARBONDALE 25,,LENTZ HALL-1275 POINT DR,1275 POINT DR,CARBONDALE IL,,62901,Y
39,Jackson County,1026,CARBONDALE 26,CARBONDALE 9 and 26,,CDALE CIVIC CTR-200 S ILLINOIS,200 S ILLINOIS AVE,CARBONDALE IL,,62901,Y
39,Jackson County,1104,MURPHYSBORO 4,MURPHYSBORO 4 and 10,,LATTER DAY ST.-7168 OLD HWY 13,7168 OLD HIGHWAY 13,CARBONDALE IL,,62901,Y
39,Jackson County,1110,MURPHYSBORO 10,MURPHYSBORO 4 and 10,,LATTER DAY ST.-7168 OLD HWY 13,7168 OLD HIGHWAY 13,CARBONDALE IL,,62901,Y
39,Jackson County,1602,MAKANDA 2,MAKANDA 2 and 4,,MAKANDA FIRE-5420 OLD HWY 51MM,5420 OLD HIGHWAY 51,CARBONDALE IL,,62901,Y
39,Jackson County,1603,MAKANDA 3,MAKANDA 3,,MAKANDA FIRE-5975 GIANT CITY,5975 GIANT CITY RD,CARBONDALE IL,,62901,Y
39,Jackson County,1604,MAKANDA 4,MAKANDA 2 and 4,,MAKANDA FIRE-5420 OLD HWY 51MM,5420 OLD HIGHWAY 51,CARBONDALE IL,,62901,Y
39,Jackson County,1010,CARBONDALE 10,CARBONDALE 10,,SR HIGH RISE-1425 OLD W MAIN,1425 OLD W. MAIN,"CARBONDALE, IL",,62901,Y
